gene_id	utr_start	overlapping_sites_count
3470	1365	4
3470	1365	4
3470	1587	1
3470	1365	4
3851	1841	3
3851	1841	3
3851	1315	0
3851	1348	0
3851	1201	0
3851	24	0
3851	923	0
3851	1770	7
3851	1770	7
3851	1770	7
3851	1770	7
3851	1770	7
3851	1770	7
3851	1770	7
3851	1770	7
3851	1841	3
3851	1841	3
3851	1927	1
3851	1927	1
9527	2006	3
9527	2006	3
9527	40	0
9527	361	0
9527	2308	0
9527	2201	0
9527	205	0
9527	1111	7
9527	1372	0
9527	1925	2
9527	1925	2
9527	1925	2
9527	1496	0
9527	1027	1
9527	1027	1
9527	2006	3
9527	2006	3
9527	2164	1
9527	98	1
9527	441	1
9527	2164	1
9527	98	1
9527	441	1
9527	1107	7
9527	1107	7
9527	1131	2
9527	1131	2
9527	1131	2
9527	2298	1
9527	1103	7
9527	1103	7
9527	1103	7
9527	1103	7
9527	2298	1
9527	1103	7
9527	940	0
683	48	0
683	189	0
683	383	0
683	709	0
683	516	0
683	578	0
13536	119	0
13536	94	0
8955	816	0
8955	1988	0
8955	714	2
8955	922	0
8955	1582	2
8955	955	0
8955	1118	0
8955	558	0
8955	110	0
8955	1012	0
8955	1874	0
8955	371	0
8955	713	2
8955	1730	0
8955	1822	0
8955	670	1
8955	1180	0
8955	670	1
8955	1588	2
8955	1588	2
8955	1888	1
8955	1833	4
8955	1833	4
8955	1833	4
8955	1833	4
8955	1888	1
8955	1833	4
8955	714	2
2489	927	0
2489	979	0
2489	2286	0
2489	2752	0
2489	2885	0
2489	3767	0
2489	4403	0
2489	5002	0
2489	5022	0
2489	7858	3
2489	7858	3
2489	3694	3
2489	3694	3
2489	3912	3
2489	3912	3
2489	522	3
2489	522	3
2489	3723	0
2489	7967	0
2489	4944	0
2489	4661	0
2489	863	0
2489	765	1
2489	7274	0
2489	4743	2
2489	1840	1
2489	3946	0
2489	7106	0
2489	7332	0
2489	6534	0
2489	3624	0
2489	8189	2
2489	1273	0
2489	116	0
2489	2471	0
2489	768	1
2489	6282	0
2489	6981	0
2489	907	0
2489	1587	0
2489	4645	1
2489	7176	0
2489	4307	0
2489	7354	0
2489	7979	0
2489	4741	2
2489	7419	0
2489	1474	0
2489	1440	0
2489	6503	0
2489	424	0
2489	798	0
2489	2256	0
2489	4748	2
2489	2999	0
2489	4067	0
2489	198	0
2489	6837	0
2489	80	0
2489	349	1
2489	349	1
2489	459	1
2489	459	1
2489	522	3
2489	522	3
2489	3407	7
2489	3407	7
2489	3407	7
2489	3407	7
2489	3407	7
2489	3407	7
2489	3407	7
2489	3407	7
2489	3787	1
2489	3787	1
2489	8194	2
2489	8194	2
2489	5264	7
2489	5264	7
2489	5264	7
2489	5264	7
2489	5264	7
2489	5264	7
2489	5264	7
2489	5264	7
2489	6112	0
2489	7858	3
2489	3912	3
2489	3694	3
2489	1520	1
2489	5638	1
2489	2117	1
2489	1520	1
2489	5638	1
2489	2117	1
2489	6193	1
2489	6193	1
2489	2271	1
2489	2271	1
2489	5204	3
2489	2449	1
2489	7407	1
2489	5249	0
2489	5204	3
2489	2449	1
2489	7407	1
2489	7858	3
2489	3912	3
2489	3694	3
2489	5210	3
2489	7460	1
2489	5210	3
2489	7460	1
2489	6795	1
2489	7074	1
2489	6795	1
2489	7074	1
2489	2610	1
2489	2610	1
2489	1329	1
2489	6571	1
2489	6612	1
2489	126	1
2489	1329	1
2489	6571	1
2489	6612	1
2489	126	1
2489	1736	0
2489	2390	0
2489	4652	1
2489	7311	0
2489	1833	1
15342	562	0
15342	1566	0
15342	1600	0
15342	1624	1
15342	689	0
15342	1540	0
15342	1156	0
15342	363	0
15342	1656	0
15342	1273	4
15342	1273	4
15342	1273	4
15342	1273	4
15342	1273	4
15342	1370	0
15342	552	1
15342	552	1
15342	44	0
15342	400	1
15342	400	1
15342	1624	1
4490	620	0
4490	1383	0
4490	143	0
4490	528	0
4490	1178	0
4490	220	0
4490	772	0
4490	951	0
4490	1122	0
4490	130	0
4490	920	0
3323	750	0
3323	2037	2
3323	1684	0
3323	1986	0
3323	2040	2
3323	881	0
3323	1715	0
3323	207	0
3323	573	0
3323	2044	2
3323	347	0
3323	372	0
3323	1264	1
3323	1264	1
3323	1605	1
3323	1605	1
3323	2016	1
3323	2016	1
3323	1572	0
3323	391	1
3323	391	1
3323	1999	1
3323	1999	1
16176	559	3
16176	559	3
16176	158	0
16176	38	0
16176	528	1
16176	530	1
16176	559	3
16176	559	3
16176	47	1
16176	95	1
16176	47	1
16176	95	1
16176	214	0
11129	35	0
13456	420	7
13456	420	7
13456	423	7
13456	423	7
13456	153	0
13456	565	0
13456	19	0
13456	672	0
13456	705	0
13456	543	1
13456	543	1
13456	420	7
13456	423	7
13456	420	7
13456	423	7
13456	92	1
13456	92	1
603	2073	3
603	2073	3
603	648	3
603	648	3
603	2223	0
603	122	0
603	1227	0
603	1009	0
603	762	0
603	209	0
603	1497	0
603	1323	0
603	16	0
603	351	0
603	2073	3
603	1509	1
603	1509	1
603	1642	0
603	1709	0
603	648	3
603	648	3
603	2073	3
603	76	1
603	76	1
1849	1581	0
1849	5505	3
1849	5505	3
1849	4113	3
1849	4113	3
1849	5295	7
1849	5295	7
1849	5298	7
1849	5298	7
1849	170	0
1849	3519	0
1849	3700	0
1849	5712	0
1849	871	0
1849	1130	2
1849	4201	0
1849	2232	0
1849	3287	0
1849	4447	1
1849	5957	0
1849	6460	0
1849	2760	0
1849	1197	0
1849	2649	0
1849	4657	0
1849	2664	1
1849	4240	0
1849	5073	0
1849	721	0
1849	1133	2
1849	1133	2
1849	1817	4
1849	1817	4
1849	1817	4
1849	1817	4
1849	1817	4
1849	6183	7
1849	6183	7
1849	6183	7
1849	6183	7
1849	6183	7
1849	6183	7
1849	6183	7
1849	6183	7
1849	5831	0
1849	4113	3
1849	5505	3
1849	2504	1
1849	2138	1
1849	2504	1
1849	2138	1
1849	373	1
1849	5876	1
1849	1012	1
1849	373	1
1849	5876	1
1849	1012	1
1849	2188	0
1849	5295	7
1849	5298	7
1849	5295	7
1849	5298	7
1849	4446	1
1849	5275	0
1849	1072	0
1849	1259	0
1849	4804	0
1849	4113	3
1849	5505	3
1849	1513	1
1849	5755	1
1849	1513	1
1849	5755	1
1849	2977	4
1849	2977	4
1849	2977	4
1849	2977	4
1849	2977	4
1849	2436	0
1849	2658	1
1849	599	0
7612	1218	0
7612	511	0
7612	1794	3
7612	1794	3
7612	1667	0
7612	706	0
7612	1300	0
7612	790	0
7612	1631	0
7612	1143	0
7612	1568	0
7612	568	0
7612	987	1
7612	987	1
7612	1794	3
7612	600	0
7612	1794	3
7612	2062	4
7612	2062	4
7612	2062	4
7612	2062	4
7612	2062	4
13195	186	1
13195	186	1
342	229	3
342	229	3
342	49	3
342	49	3
342	268	0
342	4082	2
342	2260	0
342	335	1
342	1900	0
342	338	1
342	882	0
342	3326	0
342	1839	0
342	2508	0
342	4492	0
342	3131	0
342	3487	0
342	1983	0
342	3358	0
342	646	1
342	1100	0
342	4445	0
342	143	1
342	143	1
342	229	3
342	229	3
342	1279	1
342	1279	1
342	4084	2
342	4084	2
342	1047	7
342	1047	7
342	1047	7
342	1047	7
342	1047	7
342	1047	7
342	1047	7
342	1047	7
342	3859	0
342	3905	1
342	3905	1
342	436	0
342	3249	0
342	652	1
342	49	3
342	49	3
342	4343	1
342	4149	1
342	4343	1
342	4149	1
342	4189	1
342	4189	1
342	4381	0
14899	60	0
14899	599	0
14899	341	1
14899	341	1
4912	1075	0
4912	584	0
4912	793	0
8633	1192	3
8633	1192	3
8633	710	3
8633	710	3
8633	1129	3
8633	1129	3
8633	1033	0
8633	548	2
8633	1436	0
8633	1554	0
8633	1192	3
8633	730	1
8633	730	1
8633	1129	3
8633	710	3
8633	1129	3
8633	710	3
8633	552	2
8633	552	2
8633	1290	0
8633	305	0
8633	1192	3
18857	117	0
18857	78	7
18857	78	7
18857	78	7
18857	78	7
18857	78	7
18857	78	7
18857	78	7
18857	78	7
6004	647	0
6004	126	0
6004	319	0
6004	510	0
3074	5223	0
3074	2367	0
3074	2540	0
3074	1999	0
3074	3572	0
3074	5466	3
3074	5466	3
3074	67	3
3074	67	3
3074	2559	0
3074	4459	0
3074	6395	0
3074	990	0
3074	286	0
3074	2807	0
3074	4778	0
3074	6346	2
3074	2749	0
3074	2341	0
3074	5684	0
3074	6031	0
3074	1247	0
3074	2068	0
3074	5877	0
3074	142	0
3074	5193	0
3074	1377	0
3074	2887	0
3074	2107	0
3074	5608	0
3074	1402	0
3074	5264	0
3074	4482	0
3074	6345	2
3074	1436	0
3074	67	3
3074	67	3
3074	122	1
3074	122	1
3074	4935	7
3074	4935	7
3074	4935	7
3074	4935	7
3074	4935	7
3074	4935	7
3074	4935	7
3074	4935	7
3074	5673	2
3074	5673	2
3074	5673	2
3074	6346	2
3074	4135	0
3074	5466	3
3074	5466	3
3074	204	1
3074	204	1
3074	4609	1
3074	4609	1
3074	1076	1
3074	4546	1
3074	1076	1
3074	4546	1
3074	4297	1
3074	5233	1
3074	4297	1
3074	5233	1
3074	3087	1
3074	3225	1
3074	4306	1
3074	857	4
3074	1894	4
3074	5089	4
3074	857	4
3074	1894	4
3074	5089	4
3074	857	4
3074	1894	4
3074	5089	4
3074	857	4
3074	1894	4
3074	5089	4
3074	3087	1
3074	3225	1
3074	4306	1
3074	857	4
3074	1894	4
3074	5089	4
12911	111	0
58	596	3
58	596	3
58	1775	0
58	571	1
58	1666	0
58	1109	0
58	2000	0
58	2146	0
58	2118	0
58	1897	0
58	407	0
58	944	0
58	201	0
58	362	0
58	149	0
58	476	0
58	350	2
58	350	2
58	350	2
58	379	1
58	379	1
58	511	1
58	511	1
58	542	1
58	542	1
58	571	1
58	596	3
58	596	3
58	2097	1
58	2097	1
58	1283	0
58	898	1
58	1316	0
58	900	1
58	443	0
12164	943	0
12164	1197	0
12164	357	0
12164	577	0
12164	1962	0
12164	888	0
12164	2091	0
12164	912	0
12164	1146	0
12164	1980	0
12164	3221	0
12164	1659	0
12164	1469	0
12164	2246	0
12164	3568	0
12164	1130	0
12164	3525	0
12164	117	0
12164	2280	0
12164	3763	0
12164	23	2
12164	23	2
12164	23	2
12164	436	2
12164	436	2
12164	436	2
12164	1691	0
12164	2323	0
12164	2807	1
12164	2807	1
12164	1290	0
12164	455	1
12164	455	1
12164	3403	1
12164	3403	1
12164	619	1
12164	619	1
12164	486	1
12164	486	1
11179	901	0
11179	707	0
11179	1552	0
11179	1478	0
11179	65	0
11179	1147	0
11179	1378	0
11179	1500	1
11179	1503	1
11179	2130	0
11179	2350	0
11179	496	7
11179	496	7
11179	496	7
11179	496	7
11179	496	7
11179	496	7
11179	496	7
11179	496	7
11179	2285	1
11179	2285	1
11179	995	1
11179	995	1
11179	2306	4
11179	941	4
11179	2306	4
11179	941	4
11179	2306	4
11179	941	4
11179	2306	4
11179	941	4
11179	2306	4
11179	941	4
11667	1804	0
11667	2154	0
11667	327	0
11667	28	0
11667	1661	0
11667	642	1
11667	1541	2
11667	2269	0
11667	660	0
11667	544	1
11667	70	0
11667	2024	0
11667	1747	1
11667	1749	1
11667	2085	0
11667	194	0
11667	1003	0
11667	2129	0
11667	172	4
11667	172	4
11667	172	4
11667	172	4
11667	172	4
11667	1548	2
11667	1692	3
11667	1692	3
11667	2559	1
11667	2559	1
11667	542	1
11667	1694	3
11667	2627	1
11667	1694	3
11667	2627	1
11667	841	1
11667	1036	1
11667	841	1
11667	1036	1
11667	2186	2
11667	1258	2
11667	2186	2
11667	1258	2
11667	2186	2
11667	1258	2
11667	642	1
11667	1541	2
8173	705	3
8173	705	3
8173	158	3
8173	158	3
8173	437	0
8173	1299	1
8173	1204	0
8173	1947	1
8173	1978	0
8173	949	0
8173	648	0
8173	1627	0
8173	2178	0
8173	348	0
8173	597	0
8173	739	0
8173	2263	0
8173	1951	1
8173	1734	0
8173	771	0
8173	222	0
8173	1751	0
8173	158	3
8173	705	3
8173	1272	1
8173	1291	1
8173	1272	1
8173	158	3
8173	705	3
8173	2114	1
8173	2114	1
8173	2527	2
8173	2527	2
8173	2527	2
8173	1093	1
8173	1093	1
1619	2551	0
1619	1098	0
1619	238	0
1619	2882	0
1619	927	0
1619	264	0
1619	1385	0
1619	609	0
1619	1923	1
1619	2712	0
1619	2530	0
1619	421	0
1619	1328	0
1619	1929	1
1619	1883	0
1619	973	0
1619	1348	0
1619	2635	0
1619	1248	4
1619	1248	4
1619	1248	4
1619	1248	4
1619	1248	4
1619	1186	0
1619	1510	0
1619	1433	2
1619	1433	2
1619	1433	2
12553	167	0
12553	190	0
12553	134	1
12553	134	1
12101	1708	3
12101	1708	3
12101	1591	2
12101	980	0
12101	3476	0
12101	227	6
12101	227	6
12101	800	1
12101	4016	0
12101	617	0
12101	1976	1
12101	1308	0
12101	2533	0
12101	2496	0
12101	4510	0
12101	353	0
12101	1100	0
12101	1271	0
12101	3597	0
12101	5179	0
12101	2313	0
12101	2902	0
12101	3334	0
12101	5264	0
12101	5724	0
12101	1915	0
12101	3831	0
12101	224	6
12101	224	6
12101	224	6
12101	227	6
12101	227	6
12101	4618	1
12101	4618	1
12101	924	0
12101	1708	3
12101	2749	0
12101	4980	0
12101	806	1
12101	4477	1
12101	4477	1
12101	1708	3
12101	2191	1
12101	4064	1
12101	2191	1
12101	4064	1
12101	1497	1
12101	1497	1
12101	165	1
12101	2803	1
12101	1889	1
12101	2977	4
12101	2977	4
12101	2977	4
12101	2977	4
12101	165	1
12101	2803	1
12101	1889	1
12101	2977	4
12101	1976	1
12101	1591	2
12101	1591	2
8847	66	0
8847	2290	0
8847	401	0
8847	2306	3
8847	2306	3
8847	2890	4
8847	2890	4
8847	1294	4
8847	1294	4
8847	250	0
8847	453	0
8847	885	0
8847	2517	0
8847	1503	0
8847	525	0
8847	2895	4
8847	2677	0
8847	1281	0
8847	959	1
8847	959	1
8847	2001	7
8847	2001	7
8847	2001	7
8847	2001	7
8847	2001	7
8847	2001	7
8847	2001	7
8847	2001	7
8847	1293	4
8847	2306	3
8847	2890	4
8847	280	1
8847	280	1
8847	40	1
8847	1363	1
8847	40	1
8847	1363	1
8847	2566	0
8847	1294	4
8847	1294	4
8847	2939	1
8847	2939	1
8847	2306	3
8847	2890	4
8847	442	1
8847	442	1
6816	2564	0
6816	2862	0
6816	3768	0
6816	6763	3
6816	6763	3
6816	2476	3
6816	2476	3
6816	3494	3
6816	3494	3
6816	3553	3
6816	3553	3
6816	6452	3
6816	6452	3
6816	989	3
6816	989	3
6816	6060	0
6816	1804	0
6816	210	0
6816	6857	1
6816	2380	1
6816	5479	2
6816	3931	0
6816	1701	0
6816	2964	0
6816	1784	0
6816	6420	2
6816	6019	1
6816	3505	0
6816	3698	0
6816	686	0
6816	1235	0
6816	3646	2
6816	2580	0
6816	5850	0
6816	131	0
6816	4552	0
6816	4676	0
6816	921	0
6816	6577	0
6816	6027	1
6816	4822	0
6816	3779	0
6816	810	1
6816	810	1
6816	989	3
6816	989	3
6816	1055	0
6816	2476	3
6816	2476	3
6816	3494	3
6816	3494	3
6816	3553	3
6816	3553	3
6816	3642	2
6816	3642	2
6816	3733	0
6816	4251	4
6816	4251	4
6816	4251	4
6816	4251	4
6816	4251	4
6816	4413	3
6816	4413	3
6816	6452	3
6816	6452	3
6816	6763	3
6816	6763	3
6816	6857	1
6816	963	0
6816	4666	0
6816	2255	0
6816	4477	0
6816	5670	0
6816	271	1
6816	3747	1
6816	4894	3
6816	271	1
6816	3747	1
6816	4894	3
6816	542	1
6816	1950	1
6816	542	1
6816	1950	1
6816	6425	2
6816	6425	2
6816	2389	1
6816	6345	1
6816	2389	1
6816	6345	1
6816	2898	1
6816	4891	3
6816	2898	1
6816	4891	3
6816	4419	3
6816	5487	2
6816	4419	3
6816	5487	2
6816	2380	1
8405	1576	0
8405	814	1
8405	806	1
8405	831	0
8405	65	0
8405	98	0
8405	1078	0
8405	493	0
8405	1548	1
8405	1548	1
8405	202	0
8405	895	1
8405	895	1
8405	1539	0
4541	1500	3
4541	1500	3
4541	1661	4
4541	1661	4
4541	1935	0
4541	457	2
4541	277	0
4541	1484	0
4541	2121	0
4541	143	0
4541	607	0
4541	463	2
4541	463	2
4541	512	0
4541	714	1
4541	714	1
4541	916	1
4541	916	1
4541	1661	4
4541	1661	4
4541	1660	4
4541	1500	3
4541	1500	3
4541	133	1
4541	133	1
4541	1512	2
4541	1512	2
4541	1512	2
4541	1690	1
4541	1690	1
4541	1254	0
11183	693	0
11183	2036	0
11183	2062	0
11183	1312	1
11183	322	1
11183	1254	0
11183	1680	0
11183	1996	0
11183	226	2
11183	1312	1
11183	1348	7
11183	1348	7
11183	1348	7
11183	1348	7
11183	1348	7
11183	1348	7
11183	1348	7
11183	1348	7
11183	175	0
11183	857	0
11183	1748	1
11183	1748	1
11183	1604	1
11183	1604	1
11183	431	1
11183	431	1
11183	2134	2
11183	2134	2
11183	2134	2
11183	229	2
11183	229	2
11183	322	1
4760	4551	0
4760	4125	3
4760	4125	3
4760	439	3
4760	439	3
4760	2310	0
4760	2746	3
4760	2746	3
4760	529	1
4760	1025	0
4760	2119	2
4760	3889	1
4760	2764	0
4760	3882	1
4760	2518	0
4760	264	0
4760	2014	0
4760	3132	0
4760	349	0
4760	3906	0
4760	4045	0
4760	4261	0
4760	1336	0
4760	2410	0
4760	535	1
4760	1190	0
4760	416	0
4760	568	0
4760	3328	0
4760	487	0
4760	454	0
4760	1205	0
4760	4681	0
4760	1358	0
4760	2117	2
4760	4115	0
4760	439	3
4760	439	3
4760	1802	0
4760	2182	0
4760	771	0
4760	4125	3
4760	4081	1
4760	4081	1
4760	1593	1
4760	1593	1
4760	3570	0
4760	2746	3
4760	2746	3
4760	4184	1
4760	4184	1
4760	2374	0
4760	4125	3
4760	3548	1
4760	3548	1
4760	660	2
4760	660	2
4760	660	2
4760	585	0
4760	2119	2
7760	249	0
10931	179	1
10931	186	1
10931	89	0
10931	334	0
4863	1720	0
4863	1784	0
4863	1189	0
4863	35	1
4863	35	1
4863	383	1
4863	383	1
4863	1470	7
4863	1470	7
4863	1470	7
4863	1470	7
4863	1470	7
4863	1470	7
4863	1470	7
4863	1470	7
4863	1234	0
4863	1167	1
4863	1167	1
4863	1354	0
5339	402	0
5339	1892	3
5339	1892	3
5339	23	0
5339	2145	2
5339	984	2
5339	2599	0
5339	105	0
5339	1379	0
5339	2341	0
5339	204	0
5339	1441	1
5339	2161	1
5339	2281	0
5339	1864	0
5339	1559	0
5339	1629	1
5339	500	2
5339	500	2
5339	500	2
5339	1892	3
5339	1033	1
5339	1033	1
5339	353	0
5339	1632	1
5339	1446	1
5339	1200	1
5339	976	2
5339	927	1
5339	1200	1
5339	976	2
5339	927	1
5339	1647	1
5339	2153	3
5339	1647	1
5339	1892	3
5339	152	1
5339	152	1
5339	682	4
5339	682	4
5339	682	4
5339	682	4
5339	682	4
5339	2145	2
3990	1684	3
3990	1684	3
3990	440	0
3990	1565	0
3990	2326	0
3990	2029	0
3990	841	0
3990	711	0
3990	968	0
3990	1001	1
3990	1001	1
3990	2166	1
3990	2166	1
3990	2219	1
3990	2219	1
3990	213	1
3990	213	1
3990	1073	0
3990	1165	0
3990	1684	3
3990	1684	3
3990	149	2
3990	149	2
3990	149	2
10830	121	0
10830	1187	0
10830	1503	1
10830	50	0
10830	153	0
10830	165	0
10830	217	0
10830	303	0
10830	1068	0
10830	867	0
10830	803	0
10830	1485	1
10830	1485	1
10830	658	1
10830	658	1
10830	893	0
10830	1503	1
16097	89	3
16097	89	3
16097	89	3
16097	89	3
16097	261	0
3244	1528	0
3244	1930	3
3244	1930	3
3244	448	11
3244	448	11
3244	451	11
3244	451	11
3244	454	11
3244	454	11
3244	1444	0
3244	1764	1
3244	2174	0
3244	1114	0
3244	940	0
3244	1978	0
3244	574	0
3244	802	0
3244	1036	0
3244	334	0
3244	82	0
3244	2149	0
3244	58	0
3244	448	11
3244	448	11
3244	451	11
3244	451	11
3244	454	11
3244	454	11
3244	1930	3
3244	738	1
3244	738	1
3244	2041	0
3244	1930	3
3244	1764	1
8540	1389	3
8540	1389	3
8540	655	0
8540	1533	0
8540	2029	0
8540	115	0
8540	2375	0
8540	942	0
8540	2356	0
8540	131	0
8540	1437	0
8540	391	0
8540	1614	0
8540	1389	3
8540	991	1
8540	1293	1
8540	991	1
8540	1293	1
8540	714	0
8540	1389	3
8540	1158	1
8540	1158	1
5378	1832	0
5378	3982	0
5378	4347	0
5378	2642	3
5378	2642	3
5378	1201	0
5378	1573	0
5378	2541	0
5378	1638	0
5378	163	0
5378	2950	0
5378	3183	0
5378	1695	0
5378	2161	0
5378	4319	0
5378	1449	0
5378	4470	0
5378	4007	0
5378	2701	0
5378	732	0
5378	569	0
5378	2998	0
5378	2795	0
5378	2642	3
5378	2067	1
5378	2067	1
5378	3263	1
5378	3263	1
5378	2179	1
5378	2179	1
5378	2642	3
5378	1816	1
5378	1816	1
5378	4621	1
5378	787	1
5378	4621	1
5378	787	1
5378	907	2
5378	907	2
5378	907	2
5378	3376	0
4180	1221	3
4180	1221	3
4180	489	3
4180	489	3
4180	806	4
4180	238	0
4180	430	0
4180	371	0
4180	705	0
4180	816	2
4180	1519	1
4180	1521	1
4180	1285	0
4180	1160	2
4180	1160	2
4180	1160	2
4180	1221	3
4180	489	3
4180	1221	3
4180	489	3
4180	811	3
4180	811	3
4180	1128	1
4180	1128	1
4180	801	2
4180	728	1
4180	801	2
4180	728	1
4724	305	0
4724	737	3
4724	737	3
4724	1200	3
4724	1200	3
4724	3119	3
4724	3119	3
4724	2125	0
4724	3803	2
4724	1851	0
4724	2026	0
4724	2324	0
4724	3407	0
4724	4114	0
4724	2082	0
4724	3452	1
4724	3636	0
4724	3865	0
4724	581	0
4724	3458	1
4724	4732	0
4724	4641	0
4724	2779	0
4724	3723	1
4724	4321	0
4724	251	0
4724	4716	0
4724	1348	0
4724	2740	0
4724	618	0
4724	1200	3
4724	3119	3
4724	737	3
4724	2069	1
4724	3805	2
4724	3852	1
4724	1547	1
4724	2069	1
4724	3805	2
4724	3852	1
4724	1547	1
4724	478	1
4724	478	1
4724	1135	1
4724	2184	1
4724	1135	1
4724	2184	1
4724	1200	3
4724	3119	3
4724	737	3
4724	4662	1
4724	4662	1
4724	3508	2
4724	899	2
4724	3508	2
4724	899	2
4724	3508	2
4724	899	2
4724	109	1
4724	832	1
4724	109	1
4724	832	1
4724	3721	1
15704	501	3
15704	501	3
15704	424	1
15704	460	1
15704	38	0
15704	453	2
15704	21	0
15704	424	1
15704	448	1
15704	501	3
15704	89	0
15704	501	3
5454	145	3
5454	145	3
5454	145	3
5454	145	3
8838	1050	0
8838	2096	1
8838	848	3
8838	848	3
8838	1080	3
8838	1080	3
8838	1275	4
8838	1275	4
8838	1119	0
8838	1672	1
8838	2028	0
8838	266	0
8838	2926	0
8838	2101	1
8838	2288	0
8838	359	0
8838	102	0
8838	1032	4
8838	1032	4
8838	1032	4
8838	1032	4
8838	1032	4
8838	1290	7
8838	1290	7
8838	1290	7
8838	1290	7
8838	1290	7
8838	1290	7
8838	1290	7
8838	1290	7
8838	1274	4
8838	848	3
8838	1080	3
8838	1160	1
8838	1160	1
8838	415	0
8838	1275	4
8838	1275	4
8838	2302	0
8838	2050	0
8838	848	3
8838	1080	3
8838	2266	1
8838	2266	1
8838	1672	1
12285	909	0
12285	729	0
12285	570	1
12285	305	0
12285	107	0
12285	564	1
12285	457	2
12285	460	2
12285	460	2
6770	2260	0
6770	1550	3
6770	1550	3
6770	1368	0
6770	1145	1
6770	380	0
6770	1956	0
6770	927	0
6770	1107	0
6770	253	0
6770	1058	0
6770	1562	0
6770	1982	2
6770	1982	2
6770	1982	2
6770	1550	3
6770	90	1
6770	90	1
6770	990	1
6770	990	1
6770	274	0
6770	2130	0
6770	1550	3
6770	74	1
6770	74	1
6770	1266	1
6770	1266	1
6770	827	0
6770	1145	1
6641	288	0
6641	145	3
6641	145	3
6641	491	0
6641	267	2
6641	145	3
6641	145	3
6641	259	2
6641	264	2
6641	363	0
6641	871	0
1500	564	0
1500	42	0
1500	680	0
1500	773	1
1500	970	0
1500	768	1
1500	1000	1
1500	162	0
1500	1304	0
1500	299	1
1500	299	1
1500	997	1
1500	1455	1
1500	1455	1
1500	492	1
1500	492	1
19204	31	0
6351	509	3
6351	509	3
6351	1273	0
6351	945	0
6351	165	0
6351	709	0
6351	1443	0
6351	1966	0
6351	592	0
6351	1342	0
6351	1330	0
6351	641	0
6351	267	0
6351	429	0
6351	722	1
6351	722	1
6351	1530	0
6351	1549	0
6351	1011	0
6351	509	3
6351	509	3
6351	1609	1
6351	1609	1
6351	885	0
293	1016	3
293	1016	3
293	2222	0
293	463	0
293	603	0
293	630	0
293	1971	0
293	1447	0
293	2558	0
293	290	0
293	442	0
293	77	0
293	416	0
293	1958	1
293	1958	1
293	1016	3
293	1016	3
293	2072	1
293	2072	1
293	1185	1
293	1185	1
293	1487	1
293	1487	1
14284	1199	0
14284	537	3
14284	537	3
14284	1719	0
14284	517	0
14284	1804	0
14284	163	0
14284	286	0
14284	1649	0
14284	549	0
14284	1676	0
14284	1028	0
14284	1186	0
14284	63	0
14284	1833	7
14284	1833	7
14284	1833	7
14284	1833	7
14284	1833	7
14284	1833	7
14284	1833	7
14284	1833	7
14284	833	0
14284	537	3
14284	602	0
14284	1609	3
14284	1609	3
14284	1565	1
14284	1565	1
14284	537	3
14284	1606	3
14284	1606	3
14284	1916	1
14284	1916	1
14284	1349	4
14284	1349	4
14284	1349	4
14284	1349	4
14284	1349	4
1431	678	3
1431	678	3
1431	1520	5
1431	1520	5
1431	1211	0
1431	1523	5
1431	277	0
1431	495	0
1431	1117	0
1431	1916	0
1431	1872	0
1431	291	0
1431	1021	0
1431	1682	0
1431	1414	0
1431	160	0
1431	2118	0
1431	678	3
1431	678	3
1431	864	2
1431	864	2
1431	864	2
1431	1068	2
1431	1068	2
1431	1068	2
1431	1519	5
1431	1157	0
1431	1520	5
1431	1520	5
1431	2000	1
1431	2000	1
1431	2398	1
1431	2398	1
1431	2456	0
8823	1526	0
8823	2140	0
8823	2666	0
8823	564	0
8823	2373	0
8823	1497	0
8823	194	0
8823	301	5
8823	3115	0
8823	2181	0
8823	102	1
8823	102	1
8823	148	4
8823	148	4
8823	148	4
8823	148	4
8823	148	4
8823	664	1
8823	664	1
8823	1448	1
8823	1150	1
8823	304	5
8823	536	4
8823	1268	4
8823	304	5
8823	536	4
8823	1268	4
8823	304	5
8823	536	4
8823	1268	4
8823	304	5
8823	536	4
8823	1268	4
8823	1448	1
8823	1150	1
8823	304	5
8823	536	4
8823	1268	4
7419	942	0
7419	5393	3
7419	5393	3
7419	783	3
7419	783	3
7419	2509	3
7419	2509	3
7419	2143	0
7419	1535	0
7419	1872	0
7419	395	0
7419	2784	0
7419	1717	1
7419	2631	0
7419	3304	0
7419	1013	0
7419	4402	2
7419	2333	0
7419	3816	0
7419	77	0
7419	2105	0
7419	609	0
7419	5953	0
7419	2937	0
7419	1258	0
7419	3221	0
7419	1347	0
7419	1712	2
7419	2271	0
7419	3991	0
7419	4612	0
7419	849	0
7419	1896	1
7419	4400	2
7419	6203	0
7419	3257	0
7419	5830	0
7419	1512	0
7419	5631	0
7419	1707	1
7419	820	0
7419	3331	0
7419	3963	0
7419	6305	1
7419	6305	1
7419	4435	7
7419	4435	7
7419	4435	7
7419	4435	7
7419	4435	7
7419	4435	7
7419	4435	7
7419	4435	7
7419	1274	0
7419	3705	0
7419	4490	0
7419	5859	0
7419	2509	3
7419	783	3
7419	5393	3
7419	2880	1
7419	2880	1
7419	1902	1
7419	525	3
7419	525	3
7419	1949	1
7419	1949	1
7419	4777	0
7419	5432	0
7419	4408	2
7419	2509	3
7419	783	3
